track_name,artist_name,album_name,popularity,market,genres,duration_mins,release_year,tempo,speechiness,loudness,liveness,instrumentalness,energy,acousticness,valence,like
Somebody That I Used To Know,Mayday Parade,"Punk Goes Pop, Vol. 5",59,USA,"neon pop punk, pop emo, pop punk, rock",3.386333,2012,136.064,0.0835,-4.557,0.145,9.94E-06,0.939,0.00391,0.467,0
Una Pagina Mas,Los Cadetes De Linares,4 Decadas 20 Boleros,63,USA,"corridos clasicos, musica mexicana, norteno",5.367333,2012,93.915,0.0302,-4.777,0.0991,0,0.632,0.458,0.783,0
Weight of Sound,Stick Figure,Burial Ground,56,USA,reggae fusion,3.197767,2012,141.994,0.0354,-7.327,0.0748,0.0279,0.713,0.0665,0.869,0
Que Se Mueran,Romeo Santos,FÃƒÂ³rmula Vol. 1 (Deluxe Edition),66,USA,bachata,3.5611,2012,120.11,0.038,-4.828,0.3,0,0.691,0.548,0.855,0
Bully,Shinedown,Amaryllis,56,USA,"alternative metal, nu metal, post-grunge",3.472217,2012,77.011,0.0662,-2.34,0.111,0,0.969,9.03E-05,0.48,0
Go Get It,T.I.,Trouble Man: Heavy is the Head,58,USA,"atl hip hop, dance pop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",4.3771,2012,76.627,0.246,-5.683,0.398,0,0.667,0.00212,0.51,1
Romantic Dreams,Deftones,Koi No Yokan,58,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",4.965767,2012,78.875,0.151,-4.143,0.654,4.83E-05,0.959,1.49E-05,0.27,1
Me Gusta Todo De Ti,Banda El Recodo,Romances,59,USA,"banda, banda sinaloense, musica mexicana, ranchera",3.872217,2012,154.202,0.0329,-2.71,0.0832,0.00016,0.684,0.538,0.866,0
Cola,Lana Del Rey,Born To Die - The Paradise Edition,55,USA,"art pop, pop",4.1611,2012,110.063,0.0478,-5.536,0.59,2.44E-05,0.668,0.0699,0.121,0
Off To The Races,Lana Del Rey,Born To Die - The Paradise Edition,54,USA,"art pop, pop",4.8971,2012,160.125,0.0523,-5.562,0.278,0.00282,0.721,0.0621,0.113,0
A Little Death,The Neighbourhood,"Thank You,",64,USA,"modern alternative rock, modern rock, pop, shimmer pop",4.27265,2012,88.013,0.0332,-4.712,0.105,1.86E-06,0.763,0.0026,0.338,0
Come Over,Kenny Chesney,Welcome To The Fishbowl,55,USA,"contemporary country, country, country road",3.755333,2012,176.043,0.0353,-7.169,0.0744,2.71E-05,0.704,0.1,0.481,0
Slow It Down,The Lumineers,The Lumineers,55,USA,"folk-pop, pop, stomp and holler",4.476433,2012,142.436,0.0374,-14.42,0.0859,0,0.064,0.929,0.108,0
Redeemed,Big Daddy Weave,Love Come To Life,55,USA,"anthem worship, ccm, christian alternative rock, christian music, worship",3.97955,2012,127.119,0.0333,-6.607,0.12,0,0.509,0.374,0.227,0
Million Dollar Man,Lana Del Rey,Born To Die - The Paradise Edition,54,USA,"art pop, pop",3.102,2012,65.627,0.0359,-5.991,0.131,0,0.589,0.484,0.511,0
What If I Was Nothing,All That Remains,A War You Cannot Win,57,USA,"alternative metal, melodic metalcore, metalcore, nu metal",3.719333,2012,144.015,0.0377,-5.81,0.104,0,0.772,0.00556,0.229,0
Forever,Alex G,Trick,54,USA,"indie pop, philly indie",3.84,2012,85.001,0.0409,-8.911,0.219,0.909,0.569,0.607,0.786,0
Algo Me Gusta De Ti,Wisin & Yandel,LÃƒÂ­deres,72,USA,"electro latino, latin hip hop, reggaeton, urbano latino",3.09555,2012,127.953,0.0325,-5.296,0.0598,0,0.768,0.00291,0.237,1
Y Que Quede Claro,La Arrolladora Banda El LimÃƒÂ³n De Rene Camacho,AntologÃƒÂ­a Musical,55,USA,"banda, musica mexicana, ranchera",3.460667,2012,,,,,,,,,0
You,Romeo Santos,FÃƒÂ³rmula Vol. 1 (Deluxe Edition),62,USA,bachata,5.2711,2012,132.108,0.0741,-7.595,0.0825,0,0.625,0.318,0.845,0
Bag of Bones,Mitski,Lush,59,USA,"brooklyn indie, indie pop",2.898,2012,83.191,0.0365,-13.338,0.126,0,0.24,0.936,0.322,0
Twenty Eight,The Weeknd,Trilogy,53,USA,"canadian contemporary r&b, canadian pop, pop",4.5951,2012,129.996,0.0352,-7.338,0.111,0.000218,0.633,0.574,0.243,0
Simple Song,The Shins,Port Of Morrow,59,USA,"albuquerque indie, alternative rock, indie pop, indie rock, modern rock, portland indie, stomp and holler",4.63,2012,119.945,0.0525,-5.137,0.135,0,0.878,0.0133,0.35,0
Let the Sparks Fly,Thousand Foot Krutch,The End Is Where We Begin,59,USA,"alternative metal, canadian ccm, canadian metal, canadian rock, christian alternative rock, christian rock, nu metal, rap metal, rap rock",3.1631,2012,120.059,0.0561,-4.888,0.306,0,0.86,0.000608,0.625,1
Carried Away,Passion Pit,Gossamer,56,USA,"alternative dance, indie rock, indietronica, modern rock, new rave, stomp and holler",3.985767,2012,119.995,0.0344,-5.135,0.383,8.56E-06,0.826,0.0176,0.871,0
Real,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",54,USA,"conscious hip hop, hip hop, rap, west coast rap",3.440883,2012,100.046,0.194,-12.272,0.664,0,0.458,0.0282,0.174,1
Queen of California,John Mayer,Born and Raised,58,USA,"neo mellow, singer-songwriter",4.229333,2012,83.048,0.031,-11.02,0.0736,0.446,0.738,0.638,0.707,0
Spectrum,Zedd,Clarity,59,USA,"complextro, dance pop, edm, electro house, german techno, pop, pop dance, pop rap, post-teen pop, tropical house",3.14755,2012,129.99,0.034,-4.417,0.127,0.00349,0.801,0.0137,0.407,1
Little Talks,Of Monsters and Men,My Head Is An Animal,55,USA,"folk-pop, metropopolis, modern rock, pop rock, stomp and holler",1.970217,2012,102.961,0.032,-5.177,0.146,0,0.757,0.0206,0.417,0
Wild Boy,Machine Gun Kelly,Lace Up (Deluxe),55,USA,"ohio hip hop, pop rap",2.5911,2012,140.061,0.0498,-4.676,0.226,0,0.682,0.0292,0.484,1
The Zone,The Weeknd,Trilogy,53,USA,"canadian contemporary r&b, canadian pop, pop",3.313333,2012,139.886,0.0744,-8.092,0.101,0.000542,0.521,0.26,0.254,0
Dreaming,Mac DeMarco,2,57,USA,"edmonton indie, lo-fi indie",4.160883,2012,163.451,0.0598,-8.384,0.138,0.0916,0.571,0.00854,0.14,0
World Domination,Joey Bada$$,1999,58,USA,"conscious hip hop, hip hop, rap, underground hip hop",4.218,2012,79.394,0.273,-1.598,0.151,0.455,0.943,0.174,0.911,1
The First Punch,Pierce The Veil,Collide With The Sky,56,USA,screamo,2.500433,2012,93.85,0.151,-2.884,0.331,1.39E-05,0.98,3.30E-05,0.155,0
Fertilizer,Frank Ocean,channel ORANGE,58,USA,"hip hop, lgbtq+ hip hop, neo soul",4.440667,2012,115.864,0.0841,-7.129,0.288,0.0698,0.57,0.689,0.96,1
Everything Has Changed,Taylor Swift,Red (Big Machine Radio Release Special),64,USA,pop,4.084667,2012,79.918,0.0363,-5.098,0.223,0,0.61,0.271,0.474,0
Ms,alt-J,An Awesome Wave,54,USA,"indie rock, modern rock",3.460433,2012,130.969,0.0351,-11.407,0.0799,0.0239,0.413,0.876,0.0697,0
Adrenalize,In This Moment,Blood,56,USA,"alternative metal, nu metal, slayer",4.3263,2012,132.014,0.0792,-3.888,0.129,0,0.96,0.00023,0.43,0
We Found Love,Rihanna,Talk That Talk (Deluxe),65,USA,"barbadian pop, pop, urban contemporary",4.022883,2012,127.986,0.0383,-4.485,0.108,0.00138,0.766,0.025,0.6,0
Babel,Mumford & Sons,Babel (Deluxe Version),54,USA,"modern folk rock, stomp and holler, uk americana",4.024433,2012,81.374,0.0514,-6.13,0.0787,0.000228,0.812,0.0262,0.648,0
Compton,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",54,USA,"conscious hip hop, hip hop, rap, west coast rap",4.168217,2012,170.38,0.415,-4.432,0.383,0,0.907,0.0815,0.225,1
Turn Up the Music,Chris Brown,Fortune (Expanded Edition),64,USA,"dance pop, r&b",2.87355,2012,129.925,0.102,-5.792,0.156,2.22E-06,0.841,0.000238,0.643,0
Rock Me,One Direction,Take Me Home (Expanded Edition),63,USA,"boy band, pop, post-teen pop, talent show",4.420667,2012,168.021,0.0528,-3.629,0.155,0,0.909,0.0261,0.814,0
Charlie Boy,The Lumineers,The Lumineers,54,USA,"folk-pop, pop, stomp and holler",3.3131,2012,127.323,0.0326,-13.253,0.109,0.0183,0.187,0.964,0.276,0
Carmen,Lana Del Rey,Born To Die - The Paradise Edition,54,USA,"art pop, pop",3.201333,2012,100.024,0.0297,-9.57,0.129,0.000273,0.427,0.098,0.0379,0
Anything Could Happen,Ellie Goulding,Halcyon,54,USA,"dance pop, edm, indietronica, metropopolis, pop, uk pop",3.442217,2012,103.018,0.0294,-4.052,0.106,0,0.788,0.416,0.413,0
Sweet Annie,Zac Brown Band,Uncaged,55,USA,"contemporary country, country, country road, modern country rock",3.584667,2012,139.977,0.0298,-7.986,0.106,1.09E-06,0.434,0.171,0.171,0
Where Are You Now,Mumford & Sons,Babel (Deluxe Version),54,USA,"modern folk rock, stomp and holler, uk americana",4.515767,2012,84.234,0.0399,-10.318,0.532,2.80E-06,0.346,0.641,0.12,0
Boyfriend,Justin Bieber,Believe (Deluxe Edition),63,USA,"canadian pop, pop",3.693333,2012,96.976,0.0521,-6.019,0.126,0.00196,0.55,0.0358,0.332,0
Everything Has Changed,Taylor Swift,Red,53,USA,pop,4.235333,2012,79.918,0.0363,-5.098,0.223,0,0.61,0.271,0.474,0
Con La Novedad,Alfredo Olivas,AsÃƒÂ­ Es Esto,66,USA,"banda, musica mexicana, nueva musica mexicana, sad sierreno",4.372883,2012,122.957,0.0716,-3.223,0.0861,1.01E-06,0.915,0.174,0.962,0
Beez In The Trap,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),57,USA,"dance pop, hip pop, pop, queens hip hop, rap",3.955767,2012,150.003,0.218,-6.005,0.0956,0.00165,0.782,0.0227,0.681,1
May These Noises Startle You In Your Sleep Tonight,Pierce The Veil,Collide With The Sky,55,USA,screamo,3.987333,2012,129.983,0.0962,-7.977,0.131,0.668,0.726,0.0286,0.157,0
Go Girl,Pitbull,Original Hits,55,USA,"dance pop, miami hip hop, pop, pop rap",3.342883,2012,115.004,0.308,-6.809,0.197,2.18E-06,0.597,0.145,0.761,1
Te Dejo Ganar,JesÃƒÂºs AdriÃƒÂ¡n Romero,Soplando Vida,65,USA,"latin christian, rock cristiano",3.809767,2012,,,,,,,,,0
Sweater Weather,The Neighbourhood,I'm Sorry...,60,USA,"modern alternative rock, modern rock, pop, shimmer pop",4.086667,2012,124.053,0.0336,-2.81,0.101,0.0177,0.807,0.0495,0.398,0
Loud,Mac Miller,Macadelic (Remastered Edition),54,USA,"hip hop, pittsburgh rap, rap",2.000433,2012,140.013,0.0402,-4.315,0.391,1.08E-05,0.866,0.00411,0.254,1
Cuernito Armani,El Komander,Belico,64,USA,"corrido, musica mexicana, norteno, nueva musica mexicana",4.924217,2012,114.816,0.051,-6.076,0.12,4.25E-06,0.65,0.139,0.84,0
Catch My Breath,Kelly Clarkson,Greatest Hits - Chapter One,52,USA,"dance pop, pop, post-teen pop, talent show",3.724217,2012,124.042,0.0677,-5.364,0.0933,0,0.908,0.0251,0.513,0
Diced Pineapples,Rick Ross,"God Forgives, I Don't (Deluxe Edition)",56,USA,"dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",3.020883,2012,110.965,0.239,-6.026,0.196,0,0.735,0.352,0.379,1
King And Lionheart,Of Monsters and Men,My Head Is An Animal,61,USA,"folk-pop, metropopolis, modern rock, pop rock, stomp and holler",4.07755,2012,126.593,0.0394,-6.519,0.124,0.00384,0.655,0.105,0.29,0
Sex And Candy,Marcy Playground,"Lunch, Recess & Detention",55,USA,"alternative rock, pop rock, rock",4.238433,2012,80.511,0.0251,-9.159,0.106,0,0.558,0.238,0.63,0
Lolita,Lana Del Rey,Born To Die - The Paradise Edition,53,USA,"art pop, pop",3.234,2012,135.955,0.124,-4.304,0.351,4.89E-05,0.946,0.0744,0.134,0
Poetic Justice,Kendrick Lamar,"good kid, m.A.A.d city",54,USA,"conscious hip hop, hip hop, rap, west coast rap",4.113767,2012,135.956,0.378,-9.985,0.246,0,0.572,0.157,0.647,1
Liquorice,Azealia Banks,1991 - EP,59,USA,"alternative r&b, dance pop, escape room, hip house, lgbtq+ hip hop, pop, trap queen",3.579767,2012,126.998,0.0509,-9.361,0.0783,2.10E-06,0.788,6.07E-05,0.319,1
Diamonds,Rihanna,Diamonds,59,USA,"barbadian pop, pop, urban contemporary",4.03955,2012,91.972,0.0461,-4.92,0.109,0,0.71,0.00125,0.393,0
Magic,One Direction,Take Me Home (Expanded Edition),63,USA,"boy band, pop, post-teen pop, talent show",5.446433,2012,134.024,0.0427,-3.763,0.0749,0,0.852,0.0112,0.863,0
Lazuli,Beach House,Bloom,53,USA,"baltimore indie, dream pop, dreamo, modern dream pop",3.9411,2012,219.446,0.0299,-5.783,0.263,0.626,0.812,0.0103,0.724,0
Sun,Two Door Cinema Club,Beacon,57,USA,"indietronica, irish rock, modern rock, northern irish indie, rock",3.226,2012,96.977,0.0288,-5.642,0.108,0.000435,0.528,0.00965,0.598,0
Birthday Song,2 Chainz,Based On A T.R.U. Story (Deluxe),53,USA,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",3.15555,2012,140.002,0.0485,-2.623,0.15,0,0.59,0.0591,0.161,1
Tempest,Deftones,Koi No Yokan,56,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",4.222,2012,147.769,0.0545,-5.962,0.11,0.000344,0.798,0.00148,0.0549,1
Last First Kiss,One Direction,Take Me Home (Expanded Edition),64,USA,"boy band, pop, post-teen pop, talent show",2.695333,2012,82.085,0.0435,-2.662,0.215,0,0.819,0.0445,0.478,0
Hopeless Wanderer,Mumford & Sons,Babel (Deluxe Version),53,USA,"modern folk rock, stomp and holler, uk americana",3.696433,2012,79.129,0.0424,-7.797,0.106,0.003,0.578,0.0134,0.194,0
Starships,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),59,USA,"dance pop, hip pop, pop, queens hip hop, rap",2.114667,2012,125.008,0.075,-2.457,0.251,0,0.716,0.135,0.751,1
Goodbye in Her Eyes,Zac Brown Band,Uncaged,54,USA,"contemporary country, country, country road, modern country rock",4.4471,2012,81.274,0.038,-7.393,0.0879,3.79E-06,0.558,0.162,0.379,0
No Quiero Terminar,Los Inquietos Del Norte,La Gritera,58,USA,"latin hip hop, musica mexicana, norteno",2.956433,2012,73.668,0.0569,-7.374,0.0721,4.78E-06,0.471,0.108,0.238,1
Pearl Diver,Mitski,Lush,58,USA,"brooklyn indie, indie pop",2.596,2012,89.643,0.0392,-11.312,0.0957,0,0.152,0.911,0.174,0
Stained Glass Eyes And Colorful Tears,Pierce The Veil,Collide With The Sky,54,USA,screamo,4.657767,2012,156.061,0.0841,-3.51,0.101,6.72E-05,0.975,5.81E-05,0.335,0
Up All Night,One Direction,Up All Night,62,USA,"boy band, pop, post-teen pop, talent show",4.323317,2012,139.022,0.055,-2.182,0.101,0,0.929,0.023,0.622,0
Beer Money,Kip Moore,Up All Night,55,USA,"contemporary country, country, country road, modern country rock",3.66555,2012,126.065,0.0307,-5.549,0.13,1.06E-06,0.805,0.0223,0.765,0
February Seven,The Avett Brothers,The Carpenter,52,USA,"indie folk, new americana, north carolina indie, north carolina roots, progressive bluegrass, stomp and holler",3.706217,2012,137.892,0.0253,-7.144,0.112,3.08E-05,0.465,0.0591,0.267,0
Hold On,Alabama Shakes,Boys & Girls,53,USA,"alabama indie, modern blues rock, rock",4.448667,2012,88.311,0.0301,-5.425,0.0852,0.341,0.666,0.206,0.546,0
Over Again,One Direction,Take Me Home (Expanded Edition),64,USA,"boy band, pop, post-teen pop, talent show",3.291767,2012,72.595,0.0915,-6.862,0.125,0,0.575,0.302,0.5,0
Backseat Freestyle,Kendrick Lamar,"good kid, m.A.A.d city",53,USA,"conscious hip hop, hip hop, rap, west coast rap",2.38955,2012,77.878,0.3,-7.601,0.235,0,0.651,0.000739,0.646,1
I Would,One Direction,Take Me Home (Expanded Edition),62,USA,"boy band, pop, post-teen pop, talent show",3.850217,2012,126.471,0.0463,-5.996,0.24,0,0.725,0.00603,0.679,0
Time Is Love,Josh Turner,Punching Bag,53,USA,"contemporary country, country, country road",2.127767,2012,111.97,0.0466,-4.987,0.0823,0.000252,0.814,0.0653,0.547,0
Taro,alt-J,An Awesome Wave,54,USA,"indie rock, modern rock",4.026883,2012,171.75,0.0349,-10.634,0.0784,0.00328,0.48,0.779,0.283,0
The Stars Keep On Calling My Name,Mac DeMarco,2,56,USA,"edmonton indie, lo-fi indie",3.3293,2012,136.635,0.0349,-5.757,0.36,0.0104,0.721,0.0275,0.614,0
Red,Taylor Swift,Red (Deluxe Edition),52,USA,pop,4.580217,2012,125.047,0.0375,-4.908,0.0761,1.62E-06,0.777,0.00108,0.408,0
Thoughts from a Balcony,Mac Miller,Macadelic (Remastered Edition),55,USA,"hip hop, pittsburgh rap, rap",3.737767,2012,87.327,0.323,-6.153,0.109,0,0.64,0.158,0.475,1
End,Frank Ocean,channel ORANGE,56,USA,"hip hop, lgbtq+ hip hop, neo soul",3.1071,2012,119.487,0.131,-17.997,0.0878,0.752,0.299,0.383,0.384,1
The Proof of Your Love,for KING & COUNTRY,Crave,53,USA,"ccm, christian alternative rock, christian indie, christian music, world worship, worship",4.035767,2012,156.072,0.0351,-6.953,0.0844,0,0.671,0.0984,0.257,0
Parking Lot Party,Lee Brice,Hard 2 Love,53,USA,"contemporary country, country, country road",5.76155,2012,171.72,0.081,-5.763,0.629,0,0.86,0.00646,0.856,0
Cabin By the Sea,Dirty Heads,Cabin By the Sea,52,USA,"reggae fusion, reggae rock",4.55555,2012,168.017,0.0504,-7.991,0.97,3.43E-05,0.684,0.236,0.779,0
Diet Mountain Dew,Lana Del Rey,Born To Die,52,USA,"art pop, pop",3.700667,2012,176.09,0.0858,-5.971,0.421,0,0.68,0.284,0.601,0
Caught Me Thinkin,Bahamas,Barchords,51,USA,"canadian indie, indie folk, indie pop, neo mellow, new americana, stomp and holler",4.066667,2012,118.429,0.0433,-5.845,0.343,3.76E-06,0.718,0.208,0.897,0
Zumba,Don Omar,Don Omar Presents MTO2: New Generation,63,USA,"latin hip hop, puerto rican pop, reggaeton, urbano latino",3.787333,2012,124.98,0.0404,-3.494,0.138,0.0145,0.892,0.00175,0.828,1
The Way You Look Tonight,Tony Bennett,"Rarities, Outtakes & Other Delights, Vol. 2",59,USA,"adult standards, easy listening, lounge, vocal jazz",4.091333,2012,111.996,0.0405,-22.052,0.131,0.000437,0.0533,0.946,0.111,0
Born To Die,Lana Del Rey,Born To Die,52,USA,"art pop, pop",5.761333,2012,86.02,0.0339,-6.639,0.277,8.22E-05,0.626,0.222,0.379,0
ROADS UNTRAVELED,Linkin Park,LIVING THINGS,64,USA,"alternative metal, nu metal, post-grunge, rap metal",3.524217,2012,100.001,0.0294,-6.25,0.155,0.00525,0.788,0.263,0.581,1
Dance All Night,Dirty Heads,Cabin By the Sea,53,USA,"reggae fusion, reggae rock",3.095767,2012,81.04,0.0468,-5.218,0.151,1.04E-06,0.775,0.0138,0.882,0
Ovarios,Jenni Rivera,La Misma Gran SeÃƒÂ±ora,59,USA,"banda, mariachi, musica mexicana, ranchera, regional mexicano femenil",2.232,2012,116.87,0.0622,-3.68,0.181,2.37E-05,0.531,0.693,0.952,0
Natalie,Bruno Mars,Unorthodox Jukebox,58,USA,"dance pop, pop",4.030217,2012,111.975,0.0504,-6.704,0.0647,0,0.733,0.15,0.611,0
Tal Como Eres,Gerardo Ortiz,Tal Como Eres,64,USA,"banda, corrido, musica mexicana, norteno, nueva musica mexicana, sierreno",3.858217,2012,183.883,0.0308,-5.464,0.105,0,0.611,0.589,0.738,0
Me And You,Coco Jones,Let It Shine (Original Soundtrack),55,USA,"alternative r&b, pop r&b, post-teen pop, r&b",3.330217,2012,92.015,0.0457,-5.127,0.172,9.48E-06,0.894,0.183,0.676,0
Video Games,Lana Del Rey,Born To Die,52,USA,"art pop, pop",3.88355,2012,121.861,0.0318,-9.682,0.0884,0,0.255,0.812,0.165,0
Am I The Only One,Dierks Bentley,Home,53,USA,"contemporary country, country, country road",3.605283,2012,165.972,0.145,-5.396,0.789,0,0.878,0.29,0.88,0
Heart Attack,Trey Songz,Chapter V (Deluxe),53,USA,"dance pop, hip pop, pop, r&b, southern hip hop, trap, urban contemporary",3.7331,2012,150.029,0.131,-4.87,0.228,0,0.863,0.0593,0.476,1
IN MY REMAINS,Linkin Park,LIVING THINGS,63,USA,"alternative metal, nu metal, post-grunge, rap metal",4.386,2012,100.967,0.0484,-5.623,0.266,0,0.907,0.00401,0.451,1
Le Cygne,Camille Saint-SaÃƒÂ«ns,Saint-SaÃƒÂ«ns & Tchaikovsky,57,USA,"classical, french romanticism, late romantic era",4.590217,2012,,,,,,,,,0
Cruzando el Puente,Los Cadetes De Linares,4 Decadas de Exitos,58,USA,"corridos clasicos, musica mexicana, norteno",4.492217,2012,111.417,0.039,-6.155,0.0417,0.00687,0.745,0.179,0.964,0
Pienso en Ti,Los Rehenes,Otro Vino Otra Copa,56,USA,"grupera, gruperas inmortales, musica mexicana",4.946667,2012,164.147,0.0368,-5.487,0.326,1.94E-05,0.651,0.0724,0.936,0
How It Is,Chris Travis,Pizza and Codeine,51,USA,"dark trap, memphis hip hop, underground hip hop",5.198667,2012,122.065,0.309,-14.395,0.144,0,0.362,0.497,0.541,1
Off To The Races,Lana Del Rey,Born To Die Ã¢â‚¬â€œ Paradise Edition (Special Version),55,USA,"art pop, pop",3.81555,2012,160.125,0.0523,-5.562,0.278,0.00282,0.721,0.0621,0.113,0
Paradiso,Azealia Banks,Fantasea,58,USA,"alternative r&b, dance pop, escape room, hip house, lgbtq+ hip hop, pop, trap queen",4.337533,2012,118.004,0.232,-7.574,0.357,1.10E-06,0.907,0.317,0.484,1
Loud,Mac Miller,Loud,53,USA,"hip hop, pittsburgh rap, rap",3.482883,2012,140.013,0.0402,-4.315,0.391,1.08E-05,0.866,0.00411,0.254,1
Una Lagrima y Un Recuerdo,Los Cadetes De Linares,4 Decadas 20 Boleros,60,USA,"corridos clasicos, musica mexicana, norteno",3.581833,2012,95.04,0.035,-4.807,0.143,0,0.571,0.441,0.68,0
Glad You Came,We Came As Romans,"Punk Goes Pop, Vol. 5",55,USA,"christian rock, melodic metalcore, metalcore, post-screamo, screamo, trancecore",4.111333,2012,129.996,0.0733,-4.168,0.0926,6.65E-06,0.943,0.000323,0.277,0
Let There Be Cowgirls,Chris Cagle,Back In The Saddle,52,USA,"contemporary country, country, country road, modern country rock",3.966883,2012,161.991,0.0362,-5.557,0.164,1.27E-06,0.788,0.0892,0.727,0
Just A Fool,Christina Aguilera,Lotus (Deluxe Version),56,USA,"dance pop, pop, post-teen pop",3.404883,2012,83.08,0.0442,-2.85,0.179,0,0.857,0.0417,0.405,0
Leathers,Deftones,Koi No Yokan,55,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",3.548367,2012,157.904,0.0647,-4.6,0.0798,0.0977,0.861,5.61E-05,0.0597,1
Poor Grammar,Roar,I'm Not Here to Make Friends,55,USA,"indie pop, weirdcore",4.846667,2012,171.905,0.0354,-6.3,0.133,0.00133,0.64,0.612,0.49,0
A Thousand Years,The Piano Guys,The Piano Guys,52,USA,bow pop,3.543767,2012,157.084,0.0386,-13.464,0.0844,0.892,0.217,0.989,0.156,0
Build Your Kingdom Here,Rend Collective,Homemade Worship by Handmade People,54,USA,"anthem worship, ccm, christian alternative rock, christian music, roots worship, world worship, worship",4.192,2012,133.965,0.0402,-14.339,0.237,0,0.508,0.0218,0.553,0
Cabecita Dura,La Arrolladora Banda El LimÃƒÂ³n De Rene Camacho,Irreversible... 2012,62,USA,"banda, musica mexicana, ranchera",9.90355,2012,,,,,,,,,0
Gauze,Deftones,Koi No Yokan,54,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",4.172,2012,110.199,0.064,-4.789,0.353,0.0437,0.926,0.000107,0.287,1
More Than This,One Direction,Up All Night,63,USA,"boy band, pop, post-teen pop, talent show",3.7771,2012,151.809,0.0315,-4.446,0.274,0,0.715,0.0607,0.225,0
Big Parade,The Lumineers,The Lumineers,52,USA,"folk-pop, pop, stomp and holler",3.832883,2012,121.98,0.0498,-13.051,0.14,0.00364,0.634,0.417,0.645,0
Burning Desire,Lana Del Rey,Born To Die Ã¢â‚¬â€œ Paradise Edition (Special Version),63,USA,"art pop, pop",3.433333,2012,131.812,0.132,-10.8,0.134,0.00454,0.641,0.842,0.161,0
Right Now,Rihanna,Unapologetic (Deluxe),52,USA,"barbadian pop, pop, urban contemporary",4.96755,2012,130.004,0.0888,-5.208,0.0675,0,0.64,0.049,0.259,0
Wicked Games,The Weeknd,Trilogy,50,USA,"canadian contemporary r&b, canadian pop, pop",4.030217,2012,114.033,0.032,-6.684,0.301,8.47E-06,0.57,0.0217,0.258,0
Tangled In The Great Escape,Pierce The Veil,Collide With The Sky,53,USA,screamo,4.245333,2012,105.001,0.115,-3.85,0.384,1.68E-05,0.933,0.00711,0.116,0
Top of the World,Slightly Stoopid,Top of the World,51,USA,"reggae fusion, reggae rock",3.930667,2012,93.986,0.0305,-6.221,0.103,0.00509,0.738,0.0207,0.681,0
Un Hombre Normal,Espinoza Paz,Un Hombre Normal,61,USA,"musica mexicana, ranchera",4.268883,2012,105.937,0.0319,-8.709,0.0754,1.05E-06,0.346,0.753,0.162,0
Heart Attack,One Direction,Take Me Home (Expanded Edition),59,USA,"boy band, pop, post-teen pop, talent show",3.533333,2012,99.039,0.073,-4.859,0.0955,0,0.824,0.0164,0.652,0
Emmylou,First Aid Kit,The Lion's Roar,51,USA,"stomp and holler, swedish americana, swedish country",5.55755,2012,88.271,0.0293,-5.831,0.1,0.000144,0.612,0.469,0.371,0
Holdin On,Flume,Flume: Deluxe Edition,52,USA,"australian dance, australian electropop, australian indie, downtempo, edm",2.427767,2012,90.053,0.119,-4.816,0.128,0,0.436,0.17,0.217,0
The Morning,The Weeknd,Trilogy,50,USA,"canadian contemporary r&b, canadian pop, pop",4.33755,2012,120.097,0.0441,-9.987,0.0797,4.46E-06,0.51,0.143,0.191,0
Eric,Mitski,Lush,56,USA,"brooklyn indie, indie pop",3.609333,2012,100.404,0.0345,-11.335,0.112,0,0.239,0.857,0.0391,0
Little Pistol,Mother Mother,The Sticks,55,USA,vancouver indie,3.636883,2012,169.846,0.0325,-7.844,0.436,0.000208,0.478,0.749,0.17,0
Hasta la Piel,Carla Morrison,DÃƒÂ©jenme Llorar,64,USA,mexican pop,4.3631,2012,104.956,0.0247,-8.545,0.0677,0,0.372,0.623,0.357,0
See You Again,Carrie Underwood,Blown Away,51,USA,"contemporary country, country, country dawn, oklahoma country",4.088883,2012,101,0.0258,-2.525,0.085,1.70E-06,0.742,0.27,0.47,0
Gente VIP,Larry HernÃƒÂ¡ndez,LarryvoluciÃƒÂ³n,57,USA,"banda, corrido, latin hip hop, musica mexicana, norteno, nueva musica mexicana",3.010433,2012,,,,,,,,,1
Crystallize,Lindsey Stirling,Lindsey Stirling,51,USA,"bow pop, pop violin",3.228433,2012,140.006,0.0316,-8.228,0.103,0.0586,0.623,0.000856,0.0563,0
Killuminati,Joey Bada$$,1999,54,USA,"conscious hip hop, hip hop, rap, underground hip hop",4.890667,2012,87.15,0.141,-3.064,0.113,0,0.838,0.435,0.877,1
What Now,Rihanna,Unapologetic (Deluxe),51,USA,"barbadian pop, pop, urban contemporary",3.209333,2012,180.158,0.0448,-4.799,0.628,0,0.696,0.0476,0.227,0
